Place,First,Last,Entry,School,State,Pts -1HL,Pts -2HL,Pts,OpW,Z2,Rand -1HL,Ballots
169,Gavin,Kung,Northwestern AK,Northwestern,IL,115.20,57.70,173.70,3.67,173.43,72.56,"L28.6,W29.9,W28.9,W28.6,W28.9,L28.8"
170,Molly,Urfalian,UC Berkeley UB,UC Berkeley,CA,115.20,57.70,172.80,3.00,172.98,20.22,"W28.6,W28.9,L29.1,L28.8,L28.5,W28.9"
171,Sophie,Leonard,Northwestern LL,Northwestern,IL,115.20,57.60,173.00,2.83,172.62,96.42,"L28.9,W28.7,W29.1,L28.7,L28.9,L28.7"
172,Dean,Richter,George Mason RT,George Mason,VA,115.20,57.60,173.00,2.67,173.32,85.47,"L28.4,W28.7,L28.9,W29,L28.6,L29.4"
173,Joshua,StPeter,Western Kentucky SS,Western Kentucky,KY,115.20,57.60,172.80,2.00,172.39,8.59,"W29,L28.9,L28.6,L28.8,L28.8,W28.7"
174,Mirei,Saneyoshi,Harvard CS,Harvard,MA,115.20,57.60,172.50,2.67,172.19,22.44,"W28.8,W29.1,L28.2,L28.8,L28.9,L28.7"
175,Maggie,Matzen,James Madison OM,James Madison,VA,115.20,57.50,172.90,2.00,172.81,69.63,"L29,L28.7,L28.7,L28.8,W29,W28.7"
176,Quinn,Smith,Kansas ST,Kansas,KS,115.20,57.40,173.40,3.00,173.52,14.39,"W28.7,W28.7,L28.7,L29.5,W28.7,L29.1"
177,Alanna,Soares,Liberty KS,Liberty,VA,115.10,57.70,172.50,2.33,172.50,18.35,"L28.8,L28.5,W28.5,W28.9,L28.9,W28.9"
178,Addie,Kimmerle,Missouri State BK,Missouri State,MO,115.10,57.60,172.70,2.83,172.88,54.53,"W29,L28.9,L28.9,L28.6,W28.6,L28.7"
179,Gianna,Ledesma,Michigan BL,Michigan,MI,115.10,57.60,172.70,2.67,172.67,72.84,"L28.7,L28.8,W28.8,L28.6,W28.8,L29"
180,Dora,Chen,Harvard CS,Harvard,MA,115.10,57.60,172.50,2.67,172.29,74.48,"W29.1,W29,L28.3,L28.5,L28.8,L28.8"
181,Jeremiah,Hawley,Wyoming HC,Wyoming,WY,115.10,57.60,171.90,2.17,171.03,67.95,"W28.8,L28.9,L28.6,L28.8,W27.9,W28.9"
182,Gilead,Falin,Kansas FC,Kansas,KS,115.10,57.50,172.90,2.83,173.00,74.36,"W28.8,W28.5,L29.3,L29.1,L28.5,W28.7"
183,Asher,Neal,Missouri State HN,Missouri State,MO,115.07,57.40,172.68,3.40,171.80,49.14,"L29,W28.7,L28.5,L29.1,L28.6"
184,Saturn,Guo,Dartmouth GH,Dartmouth,NH,115.00,57.60,172.70,3.33,173.39,45.88,"W28.6,W29.1,L28.8,L28.6,W28.8,L28.8"
185,Lucas,Ballinger,Oklahoma BS,Oklahoma,OK,115.00,57.60,172.50,2.33,172.42,35.47,"W29,L28.5,L28.8,L28.8,L28.8,W28.6"
186,Eli,Hatton,Dartmouth GH,Dartmouth,NH,115.00,57.60,172.40,3.33,173.02,48.07,"W28.5,W29,L28.9,L28.4,W28.7,L28.9"
187,Charles,Sanderson,Iowa BS,Iowa,IA,115.00,57.60,172.20,2.17,172.43,53.78,"L28.8,L28,W28.9,L28.8,L28.5,W29.2"
188,Saimaa,Widi,Wyoming WW,Wyoming,WY,115.00,57.50,172.90,2.83,172.76,65.53,"W28.9,L29.3,L28.8,W28.6,L28.7,L28.6"
189,Tyler,Bauman,Kansas BP,Kansas,KS,115.00,57.50,172.40,2.67,172.14,33.32,"L28.4,W29,L28.7,L28.9,W28.6,L28.8"
190,Ta'Ron,Johnson,Louisville NJ,Louisville,KY,115.00,57.50,172.40,2.50,171.81,82.05,"L28.2,L29.2,L28.6,W28.8,L28.9,L28.7"
191,Zander,Fish,Indiana FT,Indiana,IN,115.00,57.50,172.40,2.17,172.77,79.35,"L28.6,L28.9,L28.7,L28.9,L28.5,W28.8"
192,Connor,Burns,Missouri State BK,Missouri State,MO,115.00,57.50,172.30,2.83,172.43,1.42,"W28.5,L28.8,L28.8,L28.7,W28.7,L28.8"
193,Ethan,Park,Dartmouth PT,Dartmouth,NH,115.00,57.40,172.80,3.00,173.15,74.43,"W28.7,L28.9,L28.7,L28.7,W29.1,L28.7"
194,Jace,Raines,Kansas State RD,Kansas State,KS,115.00,57.40,172.60,2.67,172.55,1.06,"L28.7,L28.4,W29,L28.7,W28.6,L29.2"
195,Ashlyn,Davis,Oklahoma DT,Oklahoma,OK,115.00,57.40,172.50,3.50,171.78,92.47,"L28.2,W29.3,W28.7,L28.7,L29.3,L28.3"
196,Shelby,Hahn,Missouri State HN,Missouri State,MO,114.93,57.60,172.44,3.40,171.11,46.51,"L29.1,W28.8,L28.4,L28.9,L28.5"
197,Luis,Toro,Oklahoma DT,Oklahoma,OK,114.90,57.70,172.30,3.50,171.88,26.74,"L28.3,W29.2,W28.8,L28.9,L28.9,L28.2"
198,Jean-Luc,Willson,Wyoming WW,Wyoming,WY,114.90,57.50,172.60,2.83,172.59,21.38,"W28.8,L29.2,L28.7,W28.5,L28.6,L28.8"
199,Temilola,Olorunsola,Northwestern MO,Northwestern,IL,114.90,57.50,172.40,2.17,171.79,18.61,"L28.8,L28.9,L28.7,W28.5,L29,L28.5"
200,Sigmund,Persson,Kansas BP,Kansas,KS,114.90,57.50,172.20,2.67,172.13,85.83,"L28.5,W28.8,L28.6,L28.8,W28.8,L28.7"
201,Aaron,Situ,UC Berkeley SG,UC Berkeley,CA,114.90,57.40,172.40,2.83,170.63,95.64,"L28.7,L28.8,L28.7,W28.7,W28.8,L28.7"
202,Jason,Chen,Emory CG,Emory,GA,114.90,57.40,172.10,3.00,171.59,59.29,"W28.7,L28.8,L28.7,L28.8,L28.4,L28.7"
203,Zoe,Cannon,Georgia CP,Georgia,GA,114.90,57.40,172.10,2.67,172.74,33.85,"L29.1,L28.1,L28.6,W28.8,W28.5,L29"
204,Aidan,Foust,Kansas SF,Kansas,KS,114.90,57.40,171.30,3.00,172.19,65.88,"L28.7,W28.9,L27,L28.7,W28.6,W29.4"
205,Lily,Severson,Iowa KS,Iowa,IA,114.80,57.40,172.60,2.33,171.82,60.67,"W28.8,L29.2,L28.7,L28.6,W28.6,W28.7"
206,Alena,Tejavanija,Dartmouth PT,Dartmouth,NH,114.80,57.40,172.20,3.00,172.21,42.57,"W28.6,L28.8,L28.6,L28.8,W28.8,L28.6"
207,Blaire,Smith,Oklahoma BS,Oklahoma,OK,114.80,57.40,172.00,2.33,171.78,55.25,"W28.8,L28.4,L28.7,L28.6,L28.7,W28.8"
208,Mark,Martinez,Northwestern MO,Northwestern,IL,114.80,57.40,172.00,2.17,171.41,37.51,"L28.7,L28.5,L28.9,W28.7,L28.9,L28.3"
209,Sasha,Sharman,Kansas SF,Kansas,KS,114.80,57.40,171.40,3.00,171.87,25.47,"L28.6,W28.7,L27.5,L28.8,W28.7,W29.1"
210,Timur,Usenov,Minnesota HU,Minnesota,MN,114.70,57.40,172.10,2.67,171.88,14.05,"W28.8,L28.7,L28.9,W28.5,L28.7,W28.5"
211,Truman,Connor,Navy CR,Navy,MD,114.70,57.30,172.10,2.83,172.33,34.06,"L28.7,L28.4,L28.6,W28.8,W28.6,L29"
212,Benjy,Haber-Fawcett,Minnesota HU,Minnesota,MN,114.70,57.30,172.10,2.67,171.68,4.57,"W28.9,L28.6,L28.8,W28.7,L28.5,W28.6"
213,Laurel,Pack,Georgia CP,Georgia,GA,114.60,57.40,172.10,2.67,172.53,27.17,"L29.3,L28.2,L28.7,W28.7,W28.4,L28.8"
214,Isa,Harrison,Macalester HW,Macalester,MN,114.60,57.30,172.00,2.83,171.19,29.84,"L28.9,L28.5,W28.6,W28.5,L28.7,W28.8"
215,Kole,Ingram,Western Kentucky IP,Western Kentucky,KY,114.60,57.30,171.90,3.00,171.68,54.71,"L28.9,W28.3,L28.4,L29,L28.7,W28.6"
216,Robert,Underwood,UTD KU,UTD,TX,114.60,57.30,171.50,2.33,172.01,8.26,"L28.8,L28,L28.5,L28.9,W28.7,L28.6"
217,Tyler,Phillips,Baylor MP,Baylor,TX,114.53,57.40,171.84,2.33,171.36,64.92,"L28.7,L28.5,W28.8,L28.7,L28.5"
218,Ameya,Puranik,Western Kentucky IP,Western Kentucky,KY,114.50,57.30,171.80,3.00,171.69,61.19,"L28.8,W28.2,L28.3,L28.9,L29.1,W28.5"
219,Ida,Chapman,Georgia CK,Georgia,GA,114.50,57.30,171.70,3.00,172.10,4.03,"W28.5,L28.7,L28.7,W28.9,L28.3,W28.6"
220,Riley,Hawksworth,Purdue AH,Purdue,IN,114.50,57.30,171.00,2.67,170.63,26.66,"L28.7,L28.6,W28.4,L28.9,L27.6,L28.8"
221,alyson,granchi,Emory CG,Emory,GA,114.50,57.20,171.70,3.00,170.76,16.54,"W28.6,L28.7,L28.6,L28.9,L28.3,L28.6"
222,Noah,Winters,Macalester HW,Macalester,MN,114.50,57.20,171.70,2.83,170.93,59.32,"L28.7,L28.6,W28.5,W28.6,L28.6,W28.7"
223,Divya,Naidugari,Louisville NJ,Louisville,KY,114.50,57.20,171.70,2.50,171.03,45.33,"L28.1,L29.1,L28.5,W28.7,L28.8,L28.5"
224,Tasneem,Ahmed,Purdue AH,Purdue,IN,114.50,57.10,171.00,2.67,170.82,73.47,"L28.6,L28.5,W28.5,L29,L27.5,L28.9"
225,Emanuel,Vargas,North Texas GV,North Texas,TX,114.40,57.20,171.72,2.17,143.14,64.37,"L,L28.4,L28.6,L28.9,W28.8,W28.4"
226,Naren,Ganesh,North Texas GV,North Texas,TX,114.40,57.20,171.70,2.17,171.68,38.28,"L28.7,L28.6,L28.5,L28.8,W28.6,W28.5"
227,Cooper,Brody,Dartmouth BG,Dartmouth,NH,114.40,57.20,171.70,1.83,171.64,24.96,"L28.4,L28.6,L28.9,L28.5,W28.7,L28.6"
228,Jonn,Rushing,Kentucky ER,Kentucky,KY,114.40,57.20,171.50,2.83,170.10,70.21,"L28.2,W28.6,L28.7,L28.6,W28.9,L28.5"
229,Jessie,Merriwether,Baylor MP,Baylor,TX,114.40,57.20,171.48,2.33,170.83,81.24,"L28.6,L28.6,W28.7,L28.6,L28.4"
230,Cody,Spurlock,Kansas State SD,Kansas State,KS,114.30,57.10,171.60,2.33,171.97,46.71,"L28.9,L28.5,W28.5,L28.4,L28.7,L28.6"
231,Kadence-Amari,Gibson,Gonzaga GW,Gonzaga,WA,114.20,57.20,171.10,3.50,170.55,42.54,"L28.8,L28.2,W28.1,W28.8,L28.7,L28.5"
232,Alex,Hant,Dartmouth HG,Dartmouth,NH,114.10,57.10,171.20,2.33,170.82,40.67,"L28.6,L28.6,L28.7,W28.5,L28.4,W28.4"
233,Theo,Khakoo,UTD KU,UTD,TX,114.10,57.00,171.40,2.33,171.68,20.21,"L28.6,L28.1,L28.3,L29.2,W28.4,L28.8"
234,Maia,Truemper,Indiana FT,Indiana,IN,114.00,57.00,171.20,2.17,171.55,83.12,"L28.5,L28.6,L28.2,L29,L28.4,W28.5"
235,Saanvi,Goyal,Dartmouth BG,Dartmouth,NH,114.00,57.00,171.10,1.83,171.13,74.17,"L28.3,L28.8,L28.4,L28.6,W28.5,L28.5"
236,Kyle,Draeger,Kansas State SD,Kansas State,KS,114.00,57.00,171.00,2.33,171.21,66.11,"L28.7,L28.2,W28.4,L28.3,L28.6,L28.8"
237,Giavanna,Kardos,James Madison KP,James Madison,VA,114.00,57.00,170.90,2.33,171.33,93.54,"L28.4,L28.5,L28.5,L28.6,L28.6,L28.3"
238,Kimtee,Kundu,Harvard FK,Harvard,MA,114.00,56.80,171.36,2.80,170.62,5.49,"L28.4,L28.8,L28.3,L29,L28.3"
239,Maggie,Costello,Macalester CD,Macalester,MN,113.90,56.90,171.00,2.67,171.17,39.15,"L28.6,L28.5,L28.2,W28.9,L28.4,L28.4"
240,Ava,Williamson,Kansas State LW,Kansas State,KS,113.87,57.00,170.76,2.40,171.50,72.29,"L28.5,L28,L28.3,L28.6,W28.9"
241,Armen,Rea,Navy CR,Navy,MD,113.80,57.00,170.60,2.83,170.26,93.45,"L28.5,L28.3,L28.5,W28.5,W28.2,L28.6"
242,Abigail,Fordyce,Kansas VF,Kansas,KS,113.80,56.80,171.00,2.50,171.24,11.92,"L28.3,L28.4,W28.7,L28.4,L28.3,W28.9"
243,Liv,Busenhart,Missouri State CB,Missouri State,MO,113.70,56.60,170.60,2.00,170.18,59.13,"L28.1,L28.8,L28.3,L28.3,L28.3,L28.8"
244,Gary,Cowdrey-Mota,Missouri State CB,Missouri State,MO,113.60,56.80,170.60,2.00,170.24,44.36,"L28.3,L28.9,L28.4,L28.1,L28.5,L28.4"
245,Sienna,Sferrazza,Wake Forest NS,Wake Forest,NC,113.60,56.80,170.40,2.60,169.94,18.41,"L28.5,L28.6,L28.2,L28.4,L28.3"
246,Jared,Gonzalez Arce,Dartmouth HG,Dartmouth,NH,113.60,56.80,170.40,2.33,169.90,28.14,"L28.7,L28.1,L28.5,W28.2,L28.3,W28.6"
247,Maria,Pinto,James Madison KP,James Madison,VA,113.50,56.80,170.00,2.33,170.27,97.85,"L28.3,L28.4,L28.4,L28.5,L28.4,L28"
248,Annabelle,Durbin,Macalester CD,Macalester,MN,113.50,56.70,170.30,2.67,170.43,62.29,"L28.5,L28.4,L28.3,W28.6,L28.2,L28.3"
249,Aidyn,Lewis,Kansas State LW,Kansas State,KS,113.47,56.40,170.40,2.40,170.77,44.21,"L28.2,L28.1,L28.2,L28.7,W28.8"
250,Aryan,Verma,Kansas VF,Kansas,KS,113.40,56.50,170.30,2.50,170.41,94.44,"L28.2,L28.2,W28.8,L28.3,L28.1,W28.7"
251,Zackhery,Facey,Harvard FK,Harvard,MA,113.33,56.60,170.28,2.80,169.46,51.38,"L28.3,L28.7,L28.2,L28.5,L28.2"
252,Kimberly,Nguyen,Wake Forest NS,Wake Forest,NC,113.33,56.60,170.04,2.60,169.46,24.54,"L28.6,L28.5,L28.3,L28.1,L28.2"
253,Damian,Vazquez,North Texas VH,North Texas,TX,113.87,57.00,170.88,2.33,141.83,63.09,"L28.7,L28.3,L28.5,L28.4,L28.5"
254,Jack,Hasper,North Texas VH,North Texas,TX,113.60,56.80,170.52,2.33,141.36,37.09,"L28.6,L28.4,L28.4,L28.3,L28.4"
